datetime,PTT,Lat,Long
2018-08-08 07:08:00,174962,74.12880019,-106.0496192
2018-08-08 07:23:00,174962,74.14048045,-106.0594979
2018-08-08 07:38:00,174962,74.14967345,-106.0487545
2018-08-08 07:53:00,174962,74.15479489,-106.0546316
2018-08-08 08:08:00,174962,74.15800867,-106.0916559
2018-08-08 08:23:00,174962,74.15874231,-106.0974613
2018-08-08 08:38:00,174962,74.15632357,-106.0879054
2018-08-08 08:53:00,174962,74.15401243,-106.0783154
2018-08-08 09:08:00,174962,74.1448861,-106.1055858
2018-08-08 09:23:00,174962,74.14552525,-106.1216448
2018-08-08 09:38:00,174962,74.1520465,-106.1284621
2018-08-08 09:53:00,174962,74.14804079,-106.1315095
2018-08-08 10:08:00,174962,74.1464241,-106.1598852
2018-08-08 10:23:00,174962,74.14477123,-106.1969217
2018-08-08 10:38:00,174962,74.14753788,-106.225731
2018-08-08 10:53:00,174962,74.14639746,-106.26685
2018-08-08 11:08:00,174962,74.15276298,-106.2603462
2018-08-08 11:23:00,174962,74.15222715,-106.2898889
2018-08-08 11:38:00,174962,74.15088558,-106.3582824
2018-08-08 11:53:00,174962,74.15391061,-106.3777086
2018-08-08 12:08:00,174962,74.15763678,-106.396435
2018-08-08 12:23:00,174962,74.16188445,-106.4146443
2018-08-08 12:38:00,174962,74.1609353,-106.426128
2018-08-08 12:53:00,174962,74.15486912,-106.4324538
2018-08-08 13:08:00,174962,74.1578098,-106.4313209
2018-08-08 13:23:00,174962,74.16111881,-106.4294543
2018-08-08 13:38:00,174962,74.14600328,-106.4274863
2018-08-08 13:53:00,174962,74.14411262,-106.422312
2018-08-08 14:08:00,174962,74.14313539,-106.4398794
2018-08-08 14:23:00,174962,74.15327742,-106.4370328
2018-08-08 14:38:00,174962,74.15390133,-106.4247267
2018-08-08 14:53:00,174962,74.15655451,-106.426011
2018-08-08 15:08:00,174962,74.16123006,-106.4493846
2018-08-08 15:23:00,174962,74.16051456,-106.4831803
2018-08-08 15:38:00,174962,74.16199972,-106.497793
2018-08-08 15:53:00,174962,74.16646677,-106.5119889
2018-08-08 16:08:00,174962,74.17115357,-106.5261616
2018-08-08 16:23:00,174962,74.17583943,-106.5403424
2018-08-08 16:38:00,174962,74.18052437,-106.5545311
2018-08-08 16:53:00,174962,74.18520838,-106.568728
2018-08-08 17:08:00,174962,74.18989145,-106.5829328
2018-08-08 17:23:00,174962,74.19395668,-106.5953598
2018-08-08 17:38:00,174962,74.19436751,-106.5972121
2018-08-08 17:53:00,174962,74.19514877,-106.6109554
2018-08-08 18:08:00,174962,74.19610563,-106.6303827
2018-08-08 18:23:00,174962,74.19706078,-106.6498122
2018-08-08 18:38:00,174962,74.19639961,-106.6529336
2018-08-08 18:53:00,174962,74.19567109,-106.6553752
2018-08-08 19:08:00,174962,74.19243031,-106.6499438
2018-08-08 19:23:00,174962,74.18784705,-106.6397058
2018-08-08 19:38:00,174962,74.18462941,-106.628856
2018-08-08 19:53:00,174962,74.18493222,-106.6146848
2018-08-08 20:08:00,174962,74.18688249,-106.5989543
2018-08-08 20:23:00,174962,74.18803755,-106.5988038
2018-08-08 20:38:00,174962,74.18914188,-106.5996479
2018-08-08 20:53:00,174962,74.19024621,-106.6004922
2018-08-08 21:08:00,174962,74.19247691,-106.6156692
2018-08-08 21:23:00,174962,74.19489831,-106.6340801
2018-08-08 21:38:00,174962,74.19704853,-106.656672
2018-08-08 21:53:00,174962,74.19784207,-106.6858488
2018-08-08 22:08:00,174962,74.19835346,-106.7180397
2018-08-08 22:23:00,174962,74.1988602,-106.7502327
2018-08-08 22:38:00,174962,74.19936229,-106.7824276
2018-08-08 22:53:00,174962,74.19985971,-106.8146245
2018-08-08 23:08:00,174962,74.20035248,-106.8468233
2018-08-08 23:23:00,174962,74.20084059,-106.879024
2018-08-08 23:38:00,174962,74.20132404,-106.9112266
2018-08-08 23:53:00,174962,74.20180283,-106.9434311
2018-08-09 00:08:00,174962,74.20227697,-106.9756374
